iter	Passed	Remaining
620	1351	824
621	1352	822
622	1354	819
623	1358	818
624	1359	815
625	1361	813
626	1362	810
627	1363	807
628	1364	805
629	1366	802
630	1367	799
631	1368	796
632	1371	795
633	1373	792
634	1374	790
635	1375	787
636	1377	784
637	1378	782
638	1379	779
639	1380	776
640	1381	773
641	1383	771
642	1386	769
643	1387	766
644	1388	764
645	1389	761
646	1391	758
647	1392	756
648	1393	753
649	1394	750
650	1395	748
651	1397	745
652	1399	743
653	1401	741
654	1402	738
655	1404	736
656	1405	733
657	1406	731
658	1408	728
659	1409	726
660	1410	723
661	1412	720
662	1414	719
663	1416	716
664	1417	714
665	1419	711
666	1420	709
667	1421	706
668	1422	703
669	1424	701
670	1425	698
671	1426	696
672	1428	694
673	1430	691
674	1431	689
675	1432	686
676	1433	684
677	1435	681
678	1437	679
679	1438	677
680	1440	674
681	1441	672
682	1444	670
683	1445	667
684	1446	665
685	1448	662
686	1449	660
687	1450	657
688	1452	655
689	1453	652
690	1454	650
691	1455	647
692	1457	645
693	1458	643
694	1460	640
695	1461	638
696	1462	635
697	1463	633
698	1465	630
699	1466	628
700	1467	625
701	1468	623
702	1471	621
703	1472	619
704	1473	616
705	1475	614
706	1476	611
707	1477	609
708	1479	607
709	1480	604
710	1481	602
711	1482	599
712	1483	597
713	1485	595
714	1487	592
715	1488	590
716	1489	588
717	1491	585
718	1492	583
719	1493	580
720	1494	578
721	1495	575
722	1497	573
723	1499	571
724	1501	569
725	1502	567
726	1503	564
727	1504	562
728	1506	560
729	1507	557
730	1508	555
731	1510	552
732	1511	550
733	1514	548
734	1515	546
735	1516	544
736	1518	541
737	1519	539
738	1520	537
739	1522	534
740	1523	532
741	1524	530
742	1527	528
743	1529	526
744	1530	523
745	1532	521
746	1533	519
747	1534	516
748	1535	514
749	1536	512
750	1538	509
751	1539	507
752	1542	505
753	1543	503
754	1545	501
755	1546	499
756	1547	496
757	1549	494
758	1550	492
759	1551	489
760	1553	487
761	1554	485
762	1557	483
763	1558	481
764	1560	479
765	1561	476
766	1562	474
767	1563	472
768	1564	470
769	1566	467
770	1567	465
771	1568	463
772	1571	461
773	1573	459
774	1574	457
775	1576	454
776	1577	452
777	1578	450
778	1579	448
779	1581	445
780	1582	443
781	1583	441
782	1586	439
783	1588	437
784	1590	435
785	1591	433
786	1592	431
787	1594	428
788	1595	426
789	1597	424
790	1598	422
791	1600	420
792	1602	418
793	1603	416
794	1605	413
795	1606	411
796	1607	409
797	1608	407
798	1610	405
799	1611	402
800	1613	400
801	1616	399
802	1617	396
803	1619	394
804	1620	392
805	1622	390
806	1623	388
807	1624	386
808	1626	384
809	1629	382
810	1632	380
811	1633	378
812	1634	376
813	1636	373
814	1637	371
815	1639	369
816	1640	367
817	1641	365
818	1642	363
819	1645	361
820	1646	359
821	1648	356
822	1649	354
823	1650	352
824	1652	350
825	1653	348
826	1655	346
827	1656	344
828	1659	342
829	1662	340
830	1664	338
831	1666	336
832	1668	334
833	1669	332
834	1670	330
835	1673	328
836	1675	326
837	1676	324
838	1677	321
839	1679	319
840	1680	317
841	1681	315
842	1683	313
843	1684	311
844	1685	309
845	1690	307
846	1691	305
847	1692	303
848	1694	301
849	1695	299
850	1697	297
851	1698	294
852	1699	292
853	1703	291
854	1704	289
855	1706	287
856	1707	284
857	1708	282
858	1709	280
859	1711	278
860	1712	276
861	1713	274
862	1715	272
863	1718	270
864	1719	268
865	1720	266
866	1721	264
867	1723	262
868	1724	259
869	1725	257
870	1726	255
871	1728	253
872	1729	251
873	1732	249
874	1733	247
875	1734	245
876	1736	243
877	1737	241
878	1738	239
879	1739	237
880	1741	235
881	1742	233
882	1743	231
883	1745	228
884	1747	227
885	1748	225
886	1749	222
887	1751	220
888	1752	218
889	1753	216
890	1755	214
891	1756	212
892	1757	210
893	1758	208
894	1761	206
895	1763	204
896	1764	202
897	1765	200
898	1767	198
899	1768	196
900	1769	194
901	1770	192
902	1772	190
903	1773	188
904	1775	186
905	1777	184
906	1778	182
907	1780	180
908	1781	178
909	1783	176
910	1784	174
911	1785	172
912	1787	170
913	1789	168
914	1793	166
915	1795	164
916	1799	162
917	1801	160
918	1803	158
919	1805	156
920	1808	155
921	1810	153
922	1812	151
923	1813	149
924	1814	147
925	1815	145
926	1818	143
927	1820	141
928	1821	139
929	1823	137
930	1824	135
931	1825	133
932	1826	131
933	1827	129
934	1829	127
935	1830	125
936	1833	123
937	1834	121
938	1835	119
939	1837	117
940	1838	115
941	1839	113
942	1840	111
943	1841	109
944	1843	107
945	1844	105
946	1845	103
947	1848	101
948	1849	99
949	1850	97
950	1852	95
951	1853	93
952	1854	91
953	1855	89
954	1856	87
955	1858	85
956	1859	83
957	1862	81
958	1863	79
959	1864	77
960	1866	75
961	1867	73
962	1868	71
963	1870	69
964	1871	67
965	1872	65
966	1873	63
967	1875	61
968	1877	60
969	1879	58
970	1880	56
971	1881	54
972	1882	52
973	1884	50
974	1885	48
975	1886	46
976	1888	44
977	1891	42
978	1893	40
979	1894	38
980	1895	36
981	1897	34
982	1898	32
983	1899	30
984	1900	28
985	1902	27
986	1903	25
987	1905	23
988	1906	21
989	1908	19
990	1909	17
991	1910	15
992	1911	13
993	1912	11
994	1914	9
995	1915	7
996	1916	5
997	1918	3
998	1921	1
999	1922	0
